Year,CBSA,CO 2nd Max 1-hr,CO 2nd Max 8-hr,NO2 98th Percentile 1-hr,NO2 Mean 1-hr,Ozone 2nd Max 1-hr,Ozone 4th Max 8-hr,SO2 99th Percentile 1-hr,SO2 2nd Max 24-hr,SO2 Mean 1-hr,PM2.5 98th Percentile 24-hr,PM2.5 Weighted Mean 24-hr,PM10 2nd Max 24-hr,PM10 Mean 24-hr,Lead Max 3-Mo Avg
2016,"Lincoln, NE",.,.,.,.,0.07,0.058,.,.,.,19,7.4,.,.,.
2016,"Little Rock-North Little Rock-Conway, AR",1.1,0.8,41,8,0.08,0.065,7,2,1,21,10.7,44,20,.
2016,"Logan, UT-ID",.,.,.,.,0.07,0.062,.,.,.,.,.,.,.,.
2016,"Longview, TX",.,.,23,4,0.08,0.065,33,6,1,.,.,.,.,.
2016,"Los Angeles-Long Beach-Anaheim, CA",4.3,3.6,77,24,0.14,0.1,12,4,1,39,14.7,127,34,0.03
2016,"Louisville/Jefferson County, KY-IN",1.6,1.3,49,15,0.1,0.076,26,5,2,20,9.3,39,17,.
2016,"Ludington, MI",.,.,.,.,0.09,0.074,.,.,.,.,.,.,.,.
2016,"Lynchburg, VA",.,.,.,.,.,.,.,.,.,13,6.8,.,.,0.03
2016,"Macon, GA",.,.,.,.,0.09,0.07,6,2,1,24,10.3,.,.,.
2016,"Madera, CA",4.6,1.4,27,6,0.1,0.084,.,.,.,36,12,100,30,.
2016,"Madison, WI",.,.,.,.,0.08,0.07,1,0,0,19,8.1,34,14,.
2016,"Malone, NY",.,.,24,4,0.06,0.05,8,4,1,.,.,.,.,.
2016,"Manchester-Nashua, NH",0.3,0.3,.,.,0.08,0.069,2,1,0,10,4.2,.,.,.
2016,"Manitowoc, WI",.,.,.,.,0.1,0.074,.,.,.,.,.,.,.,.
2016,"Marietta, OH",.,.,.,.,0.07,0.064,.,.,.,.,.,.,.,0
2016,"Marion, OH",.,.,.,.,.,.,.,.,.,.,.,.,.,0.02
2016,"Marshall, MN",.,.,.,.,0.06,0.057,.,.,.,14,4.4,.,.,.
2016,"Marshall, TX",.,.,16,2,0.07,0.059,.,.,.,16,8.7,33,16,.
2016,"Mason City, IA",.,.,.,.,.,.,.,.,.,.,.,58,18,.
2016,"McAlester, OK",.,.,.,.,0.08,0.059,.,.,.,17,8,.,.,.
2016,"McAllen-Edinburg-Mission, TX",.,.,.,.,0.07,0.052,.,.,.,30,10.4,63,27,.
2016,"Medford, OR",.,.,.,.,0.06,0.049,.,.,.,21,7.2,.,.,.
2016,"Memphis, TN-MS-AR",1.4,1.2,38,10,0.09,0.071,.,.,.,17,8.4,.,.,.
2016,"Merced, CA",.,.,32,7,0.1,0.082,.,.,.,35,11.9,62,28,.
2016,"Meridian, MS",.,.,.,.,0.06,0.058,.,.,.,.,.,.,.,.
2016,"Miami, OK",.,.,.,.,0.07,0.053,.,.,.,.,.,.,.,0.02
2016,"Miami-Fort Lauderdale-West Palm Beach, FL",2.4,1.5,43,8,0.08,0.062,1,0,0,16,8.1,197,32,.
2016,"Michigan City-La Porte, IN",.,.,.,.,0.08,0.068,.,.,.,17,7.7,.,.,.
2016,"Middlesborough, KY",.,.,.,.,0.07,0.062,.,.,.,41,10.1,.,.,.
2016,"Milwaukee-Waukesha-West Allis, WI",1,0.8,49,14,0.1,0.079,6,4,1,22,8.3,48,17,.
2016,"Minneapolis-St. Paul-Bloomington, MN-WI",2.3,1.7,43,13,0.07,0.061,13,5,1,22,7.8,127,38,0.11
2016,"Missoula, MT",.,.,.,.,0.06,0.051,.,.,.,28,8.8,65,16,.
2016,"Mobile, AL",.,.,.,.,0.08,0.063,13,3,1,16,8.1,.,.,.
2016,"Modesto, CA",1.8,1.4,42,9,0.1,0.085,.,.,.,39,12.6,57,29,.
2016,"Monroe, LA",.,.,.,.,0.07,0.06,.,.,.,20,8.5,.,.,.
2016,"Monroe, MI",.,.,.,.,.,.,14,4,1,18,7.7,.,.,.
2016,"Montgomery, AL",.,.,.,.,0.08,0.063,.,.,.,17,8.7,.,.,.
2016,"Montrose, CO",.,.,.,.,0.07,0.062,.,.,.,.,.,.,.,.
2016,"Morehead City, NC",.,.,.,.,0.07,0.06,.,.,.,.,.,.,.,.
2016,"Morgantown, WV",.,.,.,.,0.07,0.059,9,3,1,16,7.4,.,.,.
2016,"Morristown, TN",.,.,.,.,0.08,0.068,.,.,.,.,.,.,.,.
2016,"Mount Vernon, IL",.,.,.,.,0.08,0.068,.,.,.,.,.,.,.,.
2016,"Mount Vernon, OH",.,.,.,.,0.07,0.066,.,.,.,.,.,.,.,.
2016,"Mount Vernon-Anacortes, WA",.,.,21,4,0.07,0.054,4,2,0,.,.,.,.,.
2016,"Muncie, IN",.,.,.,.,0.07,0.067,.,.,.,17,7.7,.,.,0.11
2016,"Muscatine, IA",.,.,.,.,.,.,45,16,1,21,8.1,40,17,.
2016,"Muskegon, MI",.,.,.,.,0.1,0.076,.,.,.,.,.,.,.,.
2016,"Muskogee, OK",.,.,.,.,.,.,49,11,2,.,.,77,20,.
2016,"Napa, CA",1.9,1.3,33,7,0.08,0.058,.,.,.,22,8.5,.,.,.
2016,"Naples-Immokalee-Marco Island, FL",.,.,.,.,0.07,0.058,.,.,.,.,.,.,.,.
2016,"Nashville-Davidson--Murfreesboro--Franklin, TN",1.7,1.5,54,16,0.09,0.068,2,1,0,18,9.3,34,18,.
2016,"New Castle, IN",.,.,.,.,.,.,.,.,.,15,7.3,.,.,.
2016,"New Castle, PA",.,.,.,.,0.08,0.068,24,5,0,.,.,.,.,0.03
2016,"New Haven-Milford, CT",2,1.2,53,14,0.11,0.08,4,2,0,20,7.4,35,13,.
2016,"New Orleans-Metairie, LA",1.7,1.4,45,10,0.09,0.067,85,27,4,14,7.5,48,18,0.01
2016,"New York-Newark-Jersey City, NY-NJ-PA",5.2,2.5,60,20,0.1,0.078,7,4,1,21,10.1,45,17,0.03
2016,"Niles-Benton Harbor, MI",.,.,.,.,0.09,0.078,.,.,.,17,7.4,.,.,.
2016,"Nogales, AZ",.,.,.,.,.,.,.,.,.,26,9.9,102,38,.
2016,"North Port-Sarasota-Bradenton, FL",.,.,15,2,0.07,0.062,8,3,1,15,6.4,32,16,.
2016,"Norwich-New London, CT",.,.,.,.,0.09,0.075,.,.,.,15,5.9,.,.,.
2016,"Ocala, FL",.,.,.,.,0.07,0.062,.,.,.,.,.,.,.,.
2016,"Ogden-Clearfield, UT",2.2,1.6,.,15,0.1,0.076,.,.,.,39,9.2,62,20,.
2016,"Oklahoma City, OK",1.7,1.1,47,17,0.09,0.068,3,3,0,17,7.6,68,22,.
2016,"Olympia-Tumwater, WA",.,.,.,.,0.07,0.058,.,.,.,.,.,.,.,.
2016,"Omaha-Council Bluffs, NE-IA",1.8,1.5,.,.,0.08,0.063,65,19,1,18,8,134,29,0.07
2016,"Orlando-Kissimmee-Sanford, FL",1.5,1.2,29,4,0.08,0.066,2,1,0,15,6.2,33,13,.
2016,"Ottawa-Peru, IL",.,.,.,.,.,.,15,5,1,.,.,.,.,.
2016,"Owensboro, KY",.,.,29,4,0.08,0.068,25,7,1,18,8.6,.,.,.
2016,"Oxford, NC",.,.,.,.,0.07,0.065,.,.,.,.,.,.,.,.
2016,"Oxnard-Thousand Oaks-Ventura, CA",.,.,35,8,0.09,0.077,.,.,.,19,9.6,71,25,.
2016,"Paducah, KY-IL",.,.,31,5,0.08,0.068,16,3,0,.,.,29,15,.
2016,"Pahrump, NV",.,.,.,.,.,.,.,.,.,.,.,90,18,.
2016,"Palatka, FL",.,.,.,.,.,.,12,3,1,.,.,47,16,.
2016,"Palm Bay-Melbourne-Titusville, FL",.,.,.,.,0.07,0.061,.,.,.,10,5.2,38,13,.
2016,"Panama City, FL",.,.,.,.,0.08,0.062,.,.,.,.,.,.,.,.
2016,"Parkersburg-Vienna, WV",.,.,.,.,0.08,0.067,18,6,2,14,7.9,.,.,.
2016,"Payson, AZ",.,.,.,.,0.08,0.07,359,55,10,.,.,113,34,0.31
2016,"Pensacola-Ferry Pass-Brent, FL",.,.,.,.,0.08,0.063,.,.,1,13,7.1,.,.,.
2016,"Peoria, IL",.,.,.,.,0.08,0.068,27,6,2,14,7.6,.,.,.
2016,"Philadelphia-Camden-Wilmington, PA-NJ-DE-MD",3.5,1.9,58,16,0.1,0.08,19,8,2,24,11,113,39,0.04
2016,"Phoenix-Mesa-Scottsdale, AZ",3.9,2.4,63,31,0.09,0.075,7,3,1,146,14,357,83,0.05
2016,"Pierre, SD",.,.,.,.,.,.,.,.,.,11,4.3,.,.,.
2016,"Pittsburgh, PA",4.5,2.6,40,11,0.08,0.073,64,26,4,22,10.6,84,23,0.02
2016,"Pittsfield, MA",.,.,.,.,.,.,.,.,.,18,6.7,.,.,.
2016,"Pocatello, ID",.,.,.,.,.,.,33,14,3,21,7.1,74,20,.
2016,"Ponca City, OK",.,.,.,.,0.08,0.059,27,9,1,16,7.2,.,.,.
2016,"Ponce, PR",.,1.7,.,.,.,.,.,.,.,17,7.1,78,26,.
2016,"Port Angeles, WA",.,0.2,.,.,0.06,0.051,.,.,.,.,.,.,.,.
2016,"Portland-South Portland, ME",1.6,0.9,40,6,0.09,0.068,9,3,1,15,6.6,62,19,.
2016,"Portland-Vancouver-Hillsboro, OR-WA",1.7,1.3,35,13,0.08,0.064,3,1,0,18,5.9,32,10,.
2016,"Port St. Lucie, FL",.,.,.,.,0.07,0.063,.,.,.,.,.,.,.,.
2016,"Portsmouth, OH",.,.,.,.,.,.,23,5,1,17,8.4,37,15,.
2016,"Prescott, AZ",.,.,.,.,0.07,0.064,.,.,.,.,.,.,.,.
2016,"Price, UT",.,.,.,.,0.07,0.067,.,.,.,.,.,.,.,.
2016,"Prineville, OR",.,.,.,.,.,.,.,.,.,24,6.9,.,.,.
2016,"Providence-Warwick, RI-MA",3,1.8,56,20,0.09,0.076,7,3,1,20,9.3,39,15,.
2016,"Provo-Orem, UT",2.2,1.3,60,15,0.1,0.072,.,.,.,39,8.3,66,20,.
2016,"Pueblo, CO",.,.,.,.,.,.,.,.,.,10,4.8,64,21,.
2016,"Quincy, IL-MO",.,.,.,.,0.07,0.061,.,.,.,.,.,.,.,.
2016,"Racine, WI",.,.,.,.,0.1,0.076,.,.,.,.,.,.,.,.
2016,"Raleigh, NC",2.3,1.5,39,9,0.08,0.069,3,1,0,21,9.9,24,12,.
2016,"Rapid City, SD",.,.,38,7,0.07,0.06,1,1,0,19,6.2,106,31,.
2016,"Reading, PA",.,.,.,.,0.09,0.075,5,3,0,25,11.4,.,.,0.03
2016,"Red Bluff, CA",.,.,.,.,0.1,0.087,.,.,.,.,.,49,16,.
2016,"Redding, CA",.,.,.,.,0.09,0.076,.,.,.,13,5.2,37,16,.
2016,"Red Wing, MN",.,.,.,.,0.07,0.061,.,.,.,.,.,.,.,.
2016,"Reno, NV",2.6,1.9,46,13,0.08,0.073,5,2,0,21,7,78,22,.
2016,"Richmond, IN",.,.,.,.,.,.,34,10,2,.,.,.,.,.
2016,"Richmond, VA",1.7,1.2,44,12,0.09,0.066,24,5,0,18,8.5,25,13,.
2016,"Richmond-Berea, KY",.,.,.,.,.,.,.,.,.,.,.,.,.,0.05
2016,"Riverside-San Bernardino-Ontario, CA",6.5,1.6,74,31,0.16,0.116,6,2,1,36,16.2,449,58,0.06
2016,"Riverton, WY",.,.,5,1,0.07,0.062,.,.,.,22,7,30,14,.
2016,"Roanoke, VA",1.1,0.7,37,6,0.07,0.064,4,1,0,15,7.6,.,.,0.01
2016,"Rochester, MN",.,.,.,.,0.07,0.062,2,1,1,20,6.3,.,.,.
2016,"Rochester, NY",1.5,0.7,41,10,0.09,0.067,27,4,1,15,6.3,.,.,.
2016,"Rockford, IL",.,.,.,.,0.08,0.07,.,.,.,15,7.8,.,.,.
2016,"Rockland, ME",.,.,.,.,0.08,0.063,.,.,.,.,.,.,.,.
2016,"Rock Springs, WY",.,.,30,4,0.07,0.064,35,10,3,17,5.2,94,27,.
2016,"Rocky Mount, NC",.,.,.,.,0.07,0.064,.,.,.,.,.,.,.,.
2016,"Rome, GA",.,.,.,.,.,.,49,8,2,18,9.4,.,.,.
2016,"Rutland, VT",1.5,0.7,32,7,0.07,0.063,2,1,0,25,6.8,.,.,.
2016,"Sacramento--Roseville--Arden-Arcade, CA",2.3,1.7,43,13,0.11,0.093,9,9,3,28,8.7,53,19,.
2016,"St. Cloud, MN",.,.,.,.,0.07,0.058,.,.,.,16,5.6,.,.,.
2016,"St. George, UT",.,.,.,.,0.07,0.064,.,.,.,8,3.9,38,13,.
2016,"St. Joseph, MO-KS",.,.,.,.,0.08,0.062,.,.,.,18,8.1,.,.,.
2016,"St. Louis, MO-IL",2.3,1.5,45,12,0.1,0.076,27,7,2,25,10,82,28,0.14
2016,"St. Marys, PA",.,.,.,.,0.08,0.067,.,.,.,.,.,.,.,.
2016,"Salem, OH",.,.,.,.,.,.,14,4,1,.,.,28,15,0.02
2016,"Salem, OR",.,.,.,.,0.08,0.065,.,.,.,.,.,.,.,.
2016,"Salina, KS",.,.,.,.,.,.,.,.,.,.,.,.,.,0.18
2016,"Salinas, CA",2.7,0.9,24,4,0.08,0.058,.,.,.,57,6.8,70,25,.
2016,"Salisbury, MD-DE",.,.,.,.,0.08,0.07,2,1,0,.,.,.,.,.
2016,"Salt Lake City, UT",3,1.3,48,7,0.1,0.076,.,.,.,43,9.4,67,19,0.05
2016,"San Antonio-New Braunfels, TX",.,0.7,42,8,0.09,0.071,7,3,1,16,7.9,47,20,.
2016,"San Diego-Carlsbad, CA",1.6,1.5,53,17,0.1,0.084,.,.,.,18,8.7,66,31,0.01
2016,"Sandpoint, ID",.,.,.,.,.,.,.,.,.,.,.,39,12,.
2016,"Sanford, NC",.,.,7,1,0.07,0.064,2,1,0,.,.,.,.,.
2016,"San Francisco-Oakland-Hayward, CA",2.5,2,51,17,0.11,0.082,13,5,2,19,8.7,29,16,0.03
2016,"San Jose-Sunnyvale-Santa Clara, CA",2.4,1.6,46,16,0.09,0.072,2,1,0,19,9.1,43,17,0.08
2016,"San Juan-Carolina-Caguas, PR",19.2,6.2,24,8,0.19,0.064,.,.,.,21,8.2,67,21,.
2016,"San Luis Obispo-Paso Robles-Arroyo Grande, CA",.,.,26,4,0.1,0.074,2,2,0,24,8.2,143,34,.
2016,"Santa Cruz-Watsonville, CA",.,.,.,.,0.06,0.052,.,.,.,13,5.3,.,.,.
2016,"Santa Fe, NM",.,.,.,.,0.07,0.064,.,.,.,.,.,.,.,.
2016,"Santa Maria-Santa Barbara, CA",10.9,5.7,37,8,0.08,0.064,3,2,1,16,7,266,24,.
2016,"Santa Rosa, CA",1.3,1,25,4,0.07,0.055,.,.,.,13,4.6,42,13,.
2016,"Sault Ste. Marie, MI",.,.,.,.,0.08,0.062,.,.,.,.,.,.,.,.
2016,"Savannah, GA",.,.,.,.,0.07,0.058,40,12,2,25,8.3,.,.,.
2016,"Sayre, PA",.,.,.,2,0.07,0.06,.,.,.,.,.,.,.,.
2016,"Scranton--Wilkes-Barre--Hazleton, PA",1.3,0.9,46,10,0.08,0.071,5,3,1,19,8.2,31,13,0.01
2016,"Seattle-Tacoma-Bellevue, WA",1.9,1.4,49,21,0.08,0.061,.,.,.,59,7.9,.,.,.
2016,"Sebastian-Vero Beach, FL",.,.,.,.,0.07,0.062,.,.,.,.,.,.,.,.
2016,"Sebring, FL",.,.,.,.,0.08,0.063,.,.,.,.,.,.,.,.
2016,"Seneca, SC",.,.,.,.,0.08,0.067,3,1,0,.,.,.,.,.
2016,"Sevierville, TN",.,.,.,.,0.08,0.07,.,.,.,.,.,.,.,.
2016,"Seymour, IN",.,.,.,.,0.08,0.07,.,.,.,.,.,.,.,.
2016,"Sheboygan, WI",.,.,.,.,0.11,0.085,.,.,.,.,.,.,.,0.05
2016,"Sheridan, WY",.,.,.,.,0.07,0.059,.,.,.,23,6.4,54,17,.
2016,"Show Low, AZ",.,.,.,.,0.07,0.063,.,.,.,.,.,45,18,.
2016,"Shreveport-Bossier City, LA",.,.,.,.,0.08,0.065,.,.,.,19,10.4,.,.,.
2016,"Sierra Vista-Douglas, AZ",.,.,.,.,0.07,0.064,.,.,.,.,.,51,15,.
2016,"Sioux City, IA-NE-SD",.,.,16,2,0.07,0.06,6,2,0,17,7.3,49,20,.
2016,"Sioux Falls, SD",1.2,0.7,35,4,0.08,0.066,4,1,0,16,6.6,54,18,.
2016,"Somerset, KY",.,.,.,.,0.07,0.063,.,.,.,16,8,.,.,.
2016,"Somerset, PA",.,.,.,.,0.07,0.067,.,.,.,.,.,.,.,.
2016,"Sonora, CA",.,.,.,.,0.1,0.088,.,.,.,.,.,.,.,.
2016,"South Bend-Mishawaka, IN-MI",.,.,34,9,0.08,0.077,.,.,.,21,9.8,.,.,.
2016,"Spartanburg, SC",.,.,.,.,0.09,0.069,.,.,.,.,.,.,.,.
2016,"Spokane-Spokane Valley, WA",2.7,1.8,.,.,0.07,0.056,.,.,.,.,.,93,18,.
2016,"Springfield, IL",.,.,.,.,0.08,0.068,.,.,.,19,7.7,.,.,.
2016,"Springfield, MA",2.2,1.5,38,11,0.09,0.076,3,2,1,17,6.6,33,13,.
2016,"Springfield, MO",.,.,.,.,0.07,0.059,4,2,1,15,7.1,47,14,.
2016,"Springfield, OH",.,.,.,.,0.08,0.071,6,2,0,18,8.4,.,.,.
2016,"State College, PA",.,.,31,5,0.08,0.065,7,3,1,.,.,.,.,.
2016,"Steamboat Springs, CO",.,.,.,.,.,.,.,.,.,.,.,73,18,.
2016,"Stockton-Lodi, CA",1.7,1.2,45,12,0.11,0.08,.,.,.,33,13.6,66,25,.
2016,"Summerville, GA",.,.,.,.,0.07,0.065,.,.,.,.,.,.,.,.
2016,"Syracuse, NY",.,.,.,.,0.08,0.067,3,1,0,13,5.4,.,.,.
2016,"Tahlequah, OK",.,.,.,.,0.07,0.058,.,.,.,.,.,.,.,.
2016,"Talladega-Sylacauga, AL",.,.,.,.,.,.,.,.,.,14,8.6,.,.,.
2016,"Tallahassee, FL",2,0.8,.,.,0.07,0.061,.,.,.,18,7.2,.,.,.
2016,"Tampa-St. Petersburg-Clearwater, FL",1.4,0.9,31,10,0.09,0.07,69,14,1,17,7.7,42,20,0.09
2016,"Terre Haute, IN",.,.,.,.,0.08,0.069,120,23,2,22,9.4,29,15,.
2016,"The Dalles, OR",.,.,.,.,0.07,0.056,.,.,.,.,.,.,.,.
2016,"Toledo, OH",.,.,.,.,0.08,0.07,21,5,1,20,8.9,.,.,0.12
2016,"Topeka, KS",.,.,.,.,0.07,0.063,.,.,.,18,7.1,61,18,.
2016,"Torrington, CT",3.4,0.7,.,.,0.09,0.078,2,1,0,15,5.3,30,8,.
2016,"Traverse City, MI",.,.,.,.,0.08,0.072,.,.,.,.,.,.,.,.
2016,"Trenton, NJ",.,.,.,.,0.09,0.074,.,.,.,17,8.6,.,.,.
2016,"Troy, AL",.,.,.,.,.,.,.,.,.,.,.,.,.,0.09
2016,"Truckee-Grass Valley, CA",.,.,.,.,0.1,0.086,.,.,.,17,6.2,.,.,.
2016,"Tucson, AZ",1.8,1.2,34,8,0.08,0.069,1,0,0,18,5.7,165,45,.
2016,"Tulsa, OK",2.3,1.6,36,7,0.08,0.064,17,6,1,22,9.5,72,19,.
2016,"Tupelo, MS",.,.,.,.,0.07,0.061,.,.,.,.,.,.,.,.
2016,"Tuscaloosa, AL",.,.,.,.,0.08,0.061,.,.,.,.,.,.,.,.
2016,"Tyler, TX",.,.,17,2,0.08,0.063,.,.,.,.,.,.,.,.
2016,"Ukiah, CA",.,.,.,.,0.06,0.048,.,.,.,16,6.4,41,12,.
2016,"Urban Honolulu, HI",1.5,1.2,.,4,0.05,0.048,8,3,1,13,4,39,20,0
2016,"Utica-Rome, NY",.,.,.,.,0.08,0.071,3,1,0,.,.,.,.,.
2016,"Valdosta, GA",.,.,.,.,.,.,.,.,.,17,7.3,.,.,.
2016,"Vallejo-Fairfield, CA",2.1,1.8,36,7,0.09,0.067,5,2,1,19,8.5,23,11,.
2016,"Vernal, UT",.,.,20,3,0.12,0.096,.,.,.,.,.,.,.,.
2016,"Victoria, TX",.,.,.,.,0.07,0.064,.,.,.,.,.,.,.,.
2016,"Vincennes, IN",.,.,.,.,0.08,0.071,.,.,.,.,.,.,.,.
2016,"Vineland-Bridgeton, NJ",.,.,.,.,0.08,0.069,.,.,.,18,7.8,.,.,.
2016,"Vineyard Haven, MA",.,.,.,.,0.09,0.066,.,.,.,.,.,.,.,.
2016,"Virginia Beach-Norfolk-Newport News, VA-NC",1.2,0.7,39,7,0.08,0.068,9,3,0,15,6.7,23,13,.
2016,"Visalia-Porterville, CA",.,.,.,9,0.11,0.092,.,.,.,41,14.7,120,42,.
2016,"Wabash, IN",.,.,.,.,0.08,0.071,.,.,.,.,.,.,.,.
2016,"Waco, TX",0.4,0.3,27,3,0.07,0.06,4,1,0,.,.,.,.,.
2016,"Walterboro, SC",.,.,.,.,0.07,0.057,.,.,.,.,.,.,.,.
2016,"Warner Robins, GA",.,.,.,.,.,.,.,.,.,19,7.9,.,.,.
2016,"Warren, PA",.,.,.,.,.,.,.,10,1,.,.,.,.,.
2016,"Washington, IN",.,.,.,.,.,.,22,6,2,.,.,.,.,.
2016,"Washington, NC",.,.,.,.,.,.,28,4,0,.,.,.,.,.
2016,"Washington-Arlington-Alexandria, DC-VA-MD-WV",3.7,2.3,59,18,0.09,0.076,8,4,1,21,8.6,41,17,0.01
2016,"Washington Court House, OH",.,.,.,.,0.07,0.067,.,.,.,.,.,.,.,.
2016,"Waterloo-Cedar Falls, IA",.,.,.,.,0.07,0.063,.,.,.,20,7.5,40,18,.
2016,"Watertown, SD",.,.,.,.,.,.,.,.,.,13,5.1,94,22,.
2016,"Watertown-Fort Atkinson, WI",.,.,.,.,0.08,0.071,.,.,.,.,.,.,.,.
2016,"Watertown-Fort Drum, NY",.,.,.,.,0.08,0.067,.,.,.,.,.,.,.,.
2016,"Wausau, WI",.,.,.,.,0.07,0.068,.,.,.,.,.,.,.,.
2016,"Weatherford, OK",.,.,.,.,.,.,.,.,.,.,.,67,17,.
2016,"Weirton-Steubenville, WV-OH",1,0.7,.,.,0.07,0.067,49,20,3,26,12.1,42,18,.
2016,"Wheeling, WV-OH",0.8,0.6,44,7,0.08,0.069,8,4,2,22,9,122,24,.
2016,"Whitewater-Elkhorn, WI",.,.,.,.,0.08,0.072,.,.,.,.,.,.,.,.
2016,"Wichita, KS",.,.,36,7,0.08,0.064,3,1,1,20,7.4,88,25,.
2016,"Williamsport, PA",.,.,.,.,0.07,0.065,.,.,.,.,.,27,11,.
2016,"Williston, ND",.,.,.,.,0.06,0.053,46,16,1,14,2.3,62,15,.
2016,"Wilmington, NC",.,.,.,.,0.07,0.06,3,2,0,15,6.4,.,.,.
2016,"Wilmington, OH",.,.,.,.,0.08,0.071,.,.,.,.,.,.,.,.
2016,"Winchester, VA-WV",.,.,.,.,0.07,0.065,.,.,.,18,7.4,24,12,.
2016,"Winston-Salem, NC",.,.,36,7,0.08,0.07,6,1,0,18,8.5,33,12,.
2016,"Worcester, MA-CT",1.8,1.1,49,12,0.09,0.074,5,3,1,17,6,40,15,.
2016,"Yakima, WA",.,.,.,.,.,.,.,.,.,31,8.6,46,16,.
2016,"York-Hanover, PA",1.4,0.9,.,.,0.09,0.073,18,5,1,21,9.2,.,.,.
2016,"Youngstown-Warren-Boardman, OH-PA",.,.,.,.,0.08,0.071,13,4,0,19,8.2,45,16,.
2016,"Yuba City, CA",0.3,0.2,.,.,0.1,0.08,.,.,.,22,8.1,48,19,.
2016,"Yuma, AZ",.,.,.,.,0.08,0.067,.,.,.,23,8.3,224,48,.
2015,"Aberdeen, SD",.,.,.,.,.,.,.,.,.,14,6.8,43,17,.
2015,"Adrian, MI",.,.,.,.,0.07,0.065,.,.,.,25,8.6,.,.,.
2015,"Akron, OH",2.6,2.1,.,.,0.07,0.065,14,4,1,28,13.8,.,.,.
2015,"Albany, GA",.,.,.,.,.,.,.,.,.,33,10.9,.,.,.
2015,"Albany-Schenectady-Troy, NY",1,0.8,.,.,0.07,0.063,7,5,1,20,7.8,.,.,.
2015,"Albuquerque, NM",2.4,1.4,43,11,0.08,0.068,5,2,1,21,6.7,106,32,0
2015,"Alexandria, LA",.,.,.,.,.,.,.,.,.,15,7.2,.,.,.
2015,"Allentown-Bethlehem-Easton, PA-NJ",.,.,51,12,0.09,0.07,20,7,1,31,12.8,39,13,0.16
2015,"Altoona, PA",.,.,.,.,0.08,0.069,31,13,2,25,11,34,13,.
2015,"Amarillo, TX",.,.,.,.,0.07,0.064,.,.,.,.,.,.,.,.
2015,"Americus, GA",.,.,.,.,0.07,0.057,.,.,.,.,.,.,.,.
2015,"Ames, IA",.,.,.,.,0.07,0.06,.,.,.,.,.,.,.,.
2015,"Anchorage, AK",4.9,2.8,.,.,0.05,0.047,.,.,.,38,6.8,158,17,.
2015,"Ann Arbor, MI",.,.,.,.,0.07,0.064,.,.,.,26,9.6,.,.,.
2015,"Appleton, WI",.,.,.,.,0.07,0.066,.,.,.,20,7.4,.,.,.
2015,"Arkadelphia, AR",.,.,.,.,0.07,0.06,.,.,.,.,.,.,.,.
2015,"Asheville, NC",.,.,.,.,0.07,0.066,.,.,.,15,7.5,.,.,.
2015,"Ashtabula, OH",.,.,.,.,0.09,0.07,37,7,2,.,.,.,.,.
2015,"Athens, OH",.,.,.,.,.,.,.,.,.,16,7.4,.,.,.
2015,"Athens, TN",.,.,.,.,.,.,.,.,.,16,8.1,.,.,.
2015,"Athens-Clarke County, GA",.,.,.,.,0.07,0.061,.,.,.,19,8.4,.,.,.
2015,"Atlanta-Sandy Springs-Roswell, GA",2.3,1.8,54,20,0.1,0.077,4,1,1,28,11.8,55,17,0
2015,"Atlantic City-Hammonton, NJ",.,.,.,.,0.08,0.068,5,2,0,17,7,.,.,.
2015,"Augusta-Richmond County, GA-SC",.,.,.,.,0.07,0.06,63,8,2,18,8.9,.,.,.
2015,"Augusta-Waterville, ME",.,.,.,.,0.07,0.063,.,.,.,.,.,26,12,.
2015,"Austin-Round Rock, TX",.,.,51,15,0.09,0.073,4,1,0,.,.,53,23,.
2015,"Bakersfield, CA",1.6,1,50,12,0.12,0.097,.,.,.,57,17.9,97,44,.
2015,"Baltimore-Columbia-Towson, MD",2.8,1.8,51,18,0.1,0.078,18,5,1,30,10.1,33,15,.
2015,"Bangor, ME",.,.,.,.,0.08,0.063,.,.,.,17,6.9,37,16,.
2015,"Baraboo, WI",.,.,.,.,0.07,0.063,.,.,.,18,7.2,42,10,.
2015,"Baton Rouge, LA",2.1,1.2,45,9,0.1,0.075,20,10,1,28,12.2,76,26,0
2015,"Bay City, MI",.,.,.,.,.,.,.,.,.,23,7.7,.,.,.
2015,"Beaumont-Port Arthur, TX",0.7,0.5,32,5,0.1,0.075,63,12,1,.,.,.,.,.
2015,"Beaver Dam, WI",0.7,0.4,.,.,0.07,0.066,4,1,0,.,.,24,11,.
2015,"Bellefontaine, OH",.,.,.,.,.,.,.,.,.,.,.,.,.,0
2015,"Bellingham, WA",.,.,.,.,0.06,0.048,.,.,.,.,.,.,.,.
2015,"Bemidji, MN",.,.,.,.,.,.,.,.,.,14,5,.,.,.
2015,"Bend-Redmond, OR",.,.,.,.,0.07,0.063,.,.,.,.,.,.,.,.
2015,"Bennington, VT",.,.,.,.,0.08,0.063,.,.,.,16,6.3,.,.,.
2015,"Berlin, NH-VT",.,.,.,.,0.08,0.071,.,.,.,.,.,.,.,.
2015,"Billings, MT",.,.,.,.,.,.,48,16,2,.,.,.,.,.
2015,"Birmingham-Hoover, AL",6.9,1.9,40,13,0.09,0.073,17,4,1,24,11.8,73,24,.
