Year,CBSA,CO 2nd Max 1-hr,CO 2nd Max 8-hr,NO2 98th Percentile 1-hr,NO2 Mean 1-hr,Ozone 2nd Max 1-hr,Ozone 4th Max 8-hr,SO2 99th Percentile 1-hr,SO2 2nd Max 24-hr,SO2 Mean 1-hr,PM2.5 98th Percentile 24-hr,PM2.5 Weighted Mean 24-hr,PM10 2nd Max 24-hr,PM10 Mean 24-hr,Lead Max 3-Mo Avg
2020,"Michigan City-La Porte, IN",.,.,.,.,0.09,0.079,.,.,.,.,.,.,.,.
2020,"Middlesborough, KY",.,.,.,.,0.06,0.053,.,.,.,14,7.4,.,.,.
2020,"Milwaukee-Waukesha-West Allis, WI",0.9,0.6,40,12,0.09,0.075,2,1,0,21,9,45,16,.
2020,"Minneapolis-St. Paul-Bloomington, MN-WI",2.1,1.2,27,11,0.07,0.063,12,6,1,20,8.7,108,30,0.08
2020,"Minot, ND",.,.,14,2,0.06,0.051,8,3,1,12,4.6,.,.,.
2020,"Missoula, MT",.,.,.,.,0.06,0.055,.,.,.,33,8.6,132,16,.
2020,"Mobile, AL",.,.,.,.,0.07,0.054,11,4,1,16,8,.,.,.
2020,"Modesto, CA",2.2,1.8,41,9,0.1,0.08,.,.,.,87,15.5,216,42,.
2020,"Monroe, LA",.,.,.,.,0.06,0.057,.,.,.,18,7.3,.,.,.
2020,"Monroe, MI",.,.,.,.,.,.,7,2,1,.,.,83,22,.
2020,"Montgomery, AL",.,.,.,.,0.06,0.053,.,.,.,15,8,25,14,.
2020,"Morehead City, NC",.,.,.,.,0.06,0.054,.,.,.,.,.,.,.,.
2020,"Morgantown, WV",.,.,.,.,0.07,0.062,10,2,1,16,6.2,.,.,.
2020,"Morristown, TN",.,.,.,.,0.07,0.058,.,.,.,.,.,.,.,.
2020,"Mount Pleasant, TX",.,.,.,.,.,.,13,4,0,.,.,.,.,.
2020,"Mount Vernon, IL",.,.,.,.,0.07,0.067,.,.,.,17,8.8,.,.,.
2020,"Mount Vernon, OH",.,.,.,.,0.07,0.058,.,.,.,.,.,.,.,.
2020,"Muncie, IN",.,.,.,.,0.07,0.062,.,.,.,17,8,.,.,0.05
2020,"Muscatine, IA",.,.,.,.,.,.,20,9,1,22,8.2,39,18,.
2020,"Muskegon, MI",.,.,.,.,0.1,0.08,.,.,.,.,.,.,.,.
2020,"Myrtle Beach-Conway-North Myrtle Beach, SC-NC",.,.,.,.,0.06,0.052,46,9,1,.,.,.,.,.
2020,"Napa, CA",3.8,2.2,26,5,0.09,0.06,.,.,.,57,10.4,81,18,.
2020,"Naples-Immokalee-Marco Island, FL",.,.,.,.,0.07,0.057,.,.,.,.,.,.,.,.
2020,"Nashville-Davidson--Murfreesboro--Franklin, TN",1.7,1.3,45,12,0.07,0.063,2,2,0,20,8.8,.,.,.
2020,"New Castle, IN",.,.,.,.,.,.,.,.,.,16,7.3,.,.,.
2020,"New Castle, PA",.,.,.,.,0.07,0.06,.,.,.,.,.,.,.,.
2020,"New Haven-Milford, CT",1.9,1.3,45,11,0.1,0.08,2,1,0,28,8.2,66,19,.
2020,"New Orleans-Metairie, LA",2,1.3,43,8,0.08,0.063,56,24,2,21,7.9,58,17,0.01
2020,"New York-Newark-Jersey City, NY-NJ-PA",2.7,2.1,55,18,0.1,0.073,14,2,1,21,9.1,.,.,.
2020,"Niles-Benton Harbor, MI",.,.,.,.,0.09,0.078,.,.,.,.,.,.,.,.
2020,"Nogales, AZ",.,.,.,.,.,.,.,.,.,32,10.2,128,41,.
2020,"North Port-Sarasota-Bradenton, FL",.,.,.,.,0.07,0.06,7,1,0,.,.,56,17,.
2020,"Norwich-New London, CT",.,.,.,.,0.09,0.071,.,.,.,17,6.9,59,12,.
2020,"Ocala, FL",.,.,.,.,0.08,0.061,.,.,.,.,.,.,.,.
2020,"Odessa, TX",.,.,.,.,.,.,.,.,.,20,7.2,.,.,.
2020,"Ogden-Clearfield, UT",1.3,0.6,47,11,0.1,0.08,.,.,.,34,9.2,77,19,.
2020,"Ogdensburg-Massena, NY",.,.,.,.,.,.,89,49,4,.,.,.,.,.
2020,"Oklahoma City, OK",2.6,1.4,39,11,0.08,0.069,2,0,0,25,9.9,120,22,.
2020,"Olympia-Tumwater, WA",.,.,.,.,0.07,0.057,.,.,.,.,.,.,.,.
2020,"Omaha-Council Bluffs, NE-IA",1.8,1.6,.,.,0.07,0.061,44,19,1,24,8.2,90,24,.
2020,"Orlando-Kissimmee-Sanford, FL",1.1,0.9,.,3,0.07,0.062,4,3,1,17,7.3,43,15,.
2020,"Ottawa-Peru, IL",.,.,.,.,.,.,8,2,0,.,.,.,.,.
2020,"Owensboro, KY",.,.,26,4,0.07,0.065,12,2,0,19,7.9,.,.,.
2020,"Oxford, NC",.,.,.,.,0.07,0.054,.,.,.,.,.,.,.,.
2020,"Oxnard-Thousand Oaks-Ventura, CA",.,.,34,7,0.1,0.085,.,.,.,32,7.9,162,25,.
2020,"Paducah, KY-IL",.,.,30,4,0.08,0.064,7,2,0,23,8.8,27,14,.
2020,"Pahrump, NV",.,.,.,.,.,.,.,.,.,.,.,333,27,.
2020,"Palatka, FL",.,.,.,.,.,.,8,3,1,.,.,47,18,.
2020,"Palm Bay-Melbourne-Titusville, FL",.,.,.,.,0.07,0.058,.,.,.,17,7.9,85,18,.
2020,"Panama City, FL",.,.,.,.,0.07,0.058,.,.,.,.,.,.,.,.
2020,"Parkersburg-Vienna, WV",.,.,.,.,0.07,0.058,19,5,2,15,7,.,.,.
2020,"Payson, AZ",.,.,.,.,0.1,0.081,70,13,2,.,.,74,21,0.03
2020,"Pensacola-Ferry Pass-Brent, FL",.,.,.,.,0.07,0.058,4,1,0,20,9.7,.,.,.
2020,"Peoria, IL",.,.,.,.,0.08,0.07,14,3,1,.,.,.,.,.
2020,"Philadelphia-Camden-Wilmington, PA-NJ-DE-MD",2,1.8,50,13,0.09,0.071,9,2,1,23,9.7,.,.,.
2020,"Phoenix-Mesa-Scottsdale, AZ",3.5,2.6,57,25,0.11,0.087,7,2,1,47,17.2,624,88,.
2020,"Pierre, SD",.,.,.,.,.,.,.,.,.,13,4,.,.,.
2020,"Pittsburgh, PA",5.7,3.1,36,9,0.08,0.071,65,17,2,39,11.1,72,24,0
2020,"Pittsfield, MA",.,.,.,.,0.07,0.054,.,.,.,23,7.6,.,.,.
2020,"Platteville, WI",.,.,.,.,.,.,.,.,.,20,8.2,.,.,.
2020,"Pocatello, ID",.,.,.,.,0.08,0.065,47,20,5,.,.,114,22,.
2020,"Point Pleasant, WV-OH",.,.,.,.,.,.,58,10,1,.,.,.,.,.
2020,"Ponca City, OK",.,.,.,.,0.06,0.056,23,8,0,21,9.4,.,.,.
2020,"Ponce, PR",12.6,2.7,.,.,.,.,.,.,.,.,.,99,30,.
2020,"Port Angeles, WA",1.8,1.5,.,.,0.05,0.049,1,0,0,.,.,.,.,.
2020,"Portland-South Portland, ME",1.1,0.9,47,6,0.07,0.06,4,1,0,17,7.5,49,18,.
2020,"Portland-Vancouver-Hillsboro, OR-WA",15.1,14.1,30,10,0.08,0.07,2,1,0,208,14.2,35,11,.
2020,"Port St. Lucie, FL",.,.,.,.,0.06,0.058,.,.,.,.,.,.,.,.
2020,"Portsmouth, OH",.,.,.,.,.,.,13,4,1,.,.,41,12,.
2020,"Prescott, AZ",.,.,.,.,0.07,0.066,.,.,.,.,.,.,.,.
2020,"Price, UT",.,.,18,2,0.07,0.067,.,.,.,.,.,.,.,.
2020,"Prineville, OR",.,.,.,.,.,.,.,.,.,132,16.4,.,.,.
2020,"Providence-Warwick, RI-MA",2.1,1.8,45,15,0.09,0.067,3,1,0,20,8.3,30,11,.
2020,"Provo-Orem, UT",1.1,0.8,43,10,0.09,0.07,.,.,.,32,9.1,90,23,.
2020,"Quincy, IL-MO",.,.,.,.,0.07,0.064,.,.,.,.,.,.,.,.
2020,"Racine, WI",.,.,.,.,0.09,0.077,.,.,.,.,.,.,.,.
2020,"Raleigh, NC",1.3,1.2,30,8,0.06,0.055,2,1,0,22,9.1,46,15,.
2020,"Rapid City, SD",.,.,34,5,0.08,0.063,.,.,.,23,6.8,124,36,.
2020,"Reading, PA",.,.,.,.,0.08,0.065,.,.,.,.,.,.,.,0.03
2020,"Red Bluff, CA",.,.,.,.,0.09,0.074,.,.,.,87,13.2,151,24,.
2020,"Redding, CA",.,.,.,.,0.09,0.069,.,.,.,.,.,100,23,.
2020,"Red Wing, MN",.,.,.,.,0.07,0.06,.,.,.,.,.,.,.,.
2020,"Reno, NV",2.4,1.8,46,12,0.1,0.079,3,1,0,75,11.1,220,29,.
2020,"Richmond, VA",1.4,1.2,41,12,0.08,0.055,3,1,0,16,7.2,24,10,.
2020,"Richmond-Berea, KY",.,.,.,.,.,.,.,.,.,.,.,.,.,0.02
2020,"Riverside-San Bernardino-Ontario, CA",5.3,1.5,78,29,0.16,0.125,5,3,1,44,15.2,298,55,.
2020,"Riverton, WY",.,.,4,1,0.08,0.067,41,11,1,37,7.7,68,8,.
2020,"Roanoke, VA",0.8,0.5,31,5,0.06,0.054,3,2,0,15,7.2,.,.,.
2020,"Roanoke Rapids, NC",.,.,12,1,.,.,.,.,.,.,.,.,.,.
2020,"Rochester, MN",.,.,.,.,0.08,0.067,.,.,.,17,5.6,.,.,.
2020,"Rochester, NY",1.6,0.9,.,6,0.07,0.061,2,1,0,15,6.6,25,9,.
2020,"Rockford, IL",.,.,.,.,0.08,0.067,.,.,.,21,9.1,.,.,.
2020,"Rockland, ME",.,.,.,.,0.07,0.059,.,.,.,.,.,.,.,.
2020,"Rock Springs, WY",.,.,37,6,0.08,0.064,7,2,1,16,3.6,301,38,.
2020,"Rocky Mount, NC",.,.,.,.,0.06,0.054,.,.,.,.,.,.,.,.
2020,"Rome, GA",.,.,.,.,.,.,11,3,1,.,.,.,.,.
2020,"Rutland, VT",2.9,0.8,32,6,0.06,0.053,2,1,0,22,7.6,.,.,.
2020,"Sacramento--Roseville--Arden-Arcade, CA",2.3,2,46,11,0.11,0.086,3,1,0,123,16.1,231,32,.
2020,"St. Cloud, MN",.,.,.,.,0.07,0.061,.,.,.,15,5.8,.,.,.
2020,"St. George, UT",.,.,30,3,0.08,0.067,.,.,.,17,5.8,.,.,.
2020,"St. Joseph, MO-KS",.,.,.,.,0.07,0.061,.,.,.,17,7.7,89,28,.
2020,"St. Louis, MO-IL",2.2,1.6,41,10,0.09,0.074,34,6,1,38,10.9,73,32,0.12
2020,"St. Marys, PA",.,.,.,.,0.06,0.053,.,.,.,.,.,.,.,.
2020,"Salem, OH",.,.,.,.,.,.,3,2,1,.,.,.,.,.
2020,"Salem, OR",.,.,.,.,0.07,0.057,.,.,.,.,.,.,.,.
2020,"Salina, KS",.,.,.,.,.,.,.,.,.,.,.,.,.,0.05
2020,"Salinas, CA",1.6,1.2,25,4,0.07,0.057,.,.,.,64,8.8,218,27,.
2020,"Salisbury, MD-DE",.,.,.,.,0.07,0.06,2,0,0,16,7.2,.,.,.
2020,"Salt Lake City, UT",1.9,1.3,51,17,0.1,0.08,5,2,0,38,10.5,112,27,.
2020,"San Antonio-New Braunfels, TX",1.7,1,34,8,0.09,0.074,6,2,0,32,8.8,80,23,.
2020,"San Diego-Carlsbad, CA",3.1,1.7,49,14,0.11,0.082,1,0,0,75,20.5,158,52,0.02
2020,"Sandpoint, ID",.,.,.,.,.,.,.,.,.,.,.,291,18,.
2020,"San Francisco-Oakland-Hayward, CA",3.5,2.1,48,14,0.1,0.071,14,4,2,66,11.8,58,22,.
2020,"San Jose-Sunnyvale-Santa Clara, CA",2.1,1.8,49,14,0.1,0.069,2,1,0,59,12.5,116,24,.
2020,"San Juan-Carolina-Caguas, PR",13.8,3.6,.,.,0.12,0.07,.,.,.,.,.,.,.,.
2020,"San Luis Obispo-Paso Robles-Arroyo Grande, CA",.,.,26,4,0.09,0.08,2,1,0,63,9.8,280,28,.
2020,"Santa Cruz-Watsonville, CA",.,.,.,.,0.07,0.048,.,.,.,88,11,.,.,.
2020,"Santa Fe, NM",.,.,.,.,0.08,0.069,.,.,.,13,4.5,.,.,.
2020,"Santa Maria-Santa Barbara, CA",2.4,1,28,5,0.1,0.072,3,2,0,37,9.3,103,25,.
2020,"Santa Rosa, CA",1.6,1.6,25,4,0.07,0.052,.,.,.,34,8.3,125,16,.
2020,"Savannah, GA",.,.,.,.,0.07,0.054,64,19,1,18,8.9,.,.,.
2020,"Sayre, PA",.,.,16,2,0.06,0.054,.,.,.,16,6.6,.,.,.
2020,"Scranton--Wilkes-Barre--Hazleton, PA",1.1,0.8,43,9,0.07,0.057,3,2,0,19,6.9,37,13,.
2020,"Seattle-Tacoma-Bellevue, WA",1.7,1.7,57,16,0.09,0.06,4,2,1,61,10.6,.,.,.
2020,"Sebastian-Vero Beach, FL",.,.,.,.,0.07,0.059,.,.,.,.,.,.,.,.
2020,"Sebring, FL",.,.,.,.,0.07,0.059,.,.,.,.,.,.,.,.
2020,"Sevierville, TN",.,.,.,.,0.08,0.062,.,.,.,.,.,.,.,.
2020,"Sheboygan, WI",.,.,.,.,0.09,0.076,.,.,.,.,.,.,.,.
2020,"Sheridan, WY",.,.,.,.,0.07,0.059,.,.,.,34,6.7,52,14,.
2020,"Show Low, AZ",.,.,.,.,0.09,0.067,.,.,.,.,.,45,14,.
2020,"Shreveport-Bossier City, LA",.,.,.,.,0.07,0.057,10,1,0,27,9.5,84,18,.
2020,"Sierra Vista-Douglas, AZ",.,.,.,.,0.08,0.066,.,.,.,.,.,136,29,.
2020,"Sioux City, IA-NE-SD",.,.,22,2,0.07,0.063,2,1,1,21,7.6,88,19,.
2020,"Sioux Falls, SD",0.9,0.6,31,4,0.07,0.064,4,2,0,17,6.8,71,18,.
2020,"Somerset, KY",.,.,.,.,0.06,0.056,.,.,.,14,7.3,.,.,.
2020,"Somerset, PA",.,.,.,.,0.07,0.056,.,.,.,.,.,.,.,.
2020,"Sonora, CA",.,.,.,.,0.09,0.08,.,.,.,.,.,.,.,.
2020,"South Bend-Mishawaka, IN-MI",.,.,.,4,0.08,0.075,.,.,.,25,9.5,.,.,.
2020,"Spartanburg, SC",.,.,.,.,0.08,0.064,.,.,.,17,7.9,.,.,.
2020,"Spokane-Spokane Valley, WA",.,.,.,.,0.06,0.055,.,.,.,31,10.3,358,26,.
2020,"Springfield, IL",.,.,.,.,0.07,0.067,.,.,.,18,7.6,.,.,.
2020,"Springfield, MA",1,0.9,44,10,0.07,0.061,3,2,0,22,8.7,16,8,.
2020,"Springfield, MO",.,.,.,.,0.07,0.056,.,.,.,17,7.5,81,13,.
2020,"Springfield, OH",.,.,.,.,0.08,0.066,.,.,.,.,.,.,.,.
2020,"State College, PA",.,.,26,3,0.07,0.059,2,2,0,19,7.2,.,.,.
2020,"Steamboat Springs, CO",.,.,.,.,.,.,.,.,.,.,.,69,17,.
2020,"Stockton-Lodi, CA",2.6,1.7,54,11,0.09,0.068,.,.,.,92,14.9,226,38,.
2020,"Summerville, GA",.,.,.,.,0.06,0.052,.,.,.,.,.,.,.,.
2020,"Syracuse, NY",.,.,.,.,0.07,0.058,1,1,0,15,6.4,.,.,.
2020,"Tallahassee, FL",0.8,0.4,.,.,0.07,0.055,1,1,0,18,7.5,.,.,.
2020,"Tampa-St. Petersburg-Clearwater, FL",1.1,0.9,35,9,0.08,0.065,42,12,1,18,8.4,60,24,0.09
2020,"Taos, NM",.,.,.,.,.,.,.,.,.,16,5.8,.,.,.
2020,"Terre Haute, IN",.,.,.,.,0.07,0.064,4,2,1,22,8.1,.,.,.
2020,"Texarkana, TX-AR",.,.,.,.,.,.,.,.,.,21,9.4,.,.,.
2020,"Toledo, OH",.,.,.,.,0.09,0.076,.,.,.,.,.,.,.,.
2020,"Topeka, KS",.,.,.,.,0.07,0.057,.,.,.,.,.,.,.,.
2020,"Torrington, CT",1.7,0.4,.,.,0.08,0.063,1,1,0,14,5.8,29,10,.
2020,"Traverse City, MI",.,.,.,.,0.08,0.068,.,.,.,.,.,.,.,.
2020,"Trenton, NJ",.,.,.,.,0.09,0.07,.,.,.,16,7.2,.,.,.
2020,"Troy, AL",.,.,.,.,.,.,.,.,.,.,.,.,.,0.17
2020,"Truckee-Grass Valley, CA",.,.,.,.,0.09,0.08,.,.,.,.,.,.,.,.
2020,"Tucson, AZ",1.6,0.8,37,8,0.09,0.072,1,0,0,14,6.2,211,53,.
2020,"Tulsa, OK",1.4,0.9,.,6,0.08,0.062,7,3,0,21,8.9,38,15,.
2020,"Tupelo, MS",.,.,.,.,0.06,0.052,.,.,.,.,.,.,.,.
2020,"Tuscaloosa, AL",.,.,.,.,0.06,0.052,.,.,.,17,7.5,.,.,.
2020,"Tyler, TX",.,.,12,2,0.07,0.06,.,.,.,.,.,.,.,.
2020,"Ukiah, CA",.,.,.,.,0.09,0.059,.,.,.,62,12.4,187,15,.
2020,"Urban Honolulu, HI",0.9,0.6,26,3,0.05,0.045,57,13,1,7,3.9,38,12,.
2020,"Valdosta, GA",.,.,.,.,.,.,.,.,.,18,7.9,.,.,.
2020,"Vallejo-Fairfield, CA",2.2,1.7,42,7,0.09,0.066,4,2,1,52,12,.,.,.
2020,"Vernal, UT",.,.,34,4,0.08,0.066,.,.,.,22,6.6,.,.,.
2020,"Victoria, TX",.,.,.,.,0.07,0.06,.,.,.,.,.,.,.,.
2020,"Vincennes, IN",.,.,.,.,0.07,0.065,.,.,.,.,.,.,.,.
2020,"Vineland-Bridgeton, NJ",.,.,32,6,0.07,0.06,.,.,.,16,8.3,.,.,.
2020,"Vineyard Haven, MA",.,.,.,.,0.07,0.06,.,.,.,.,.,.,.,.
2020,"Virginia Beach-Norfolk-Newport News, VA-NC",1.5,1,35,7,0.07,0.054,4,2,1,13,6,21,11,.
2020,"Visalia-Porterville, CA",.,.,48,9,0.12,0.095,.,.,.,.,.,270,60,.
2020,"Wabash, IN",.,.,.,.,0.07,0.067,.,.,.,.,.,.,.,.
2020,"Waco, TX",0.6,0.4,.,.,0.07,0.063,6,2,1,.,.,.,.,.
2020,"Walla Walla, WA",.,.,.,.,.,.,.,.,.,.,.,623,33,.
2020,"Warner Robins, GA",.,.,.,.,.,.,.,.,.,21,9.5,.,.,.
2020,"Warren, PA",.,.,.,.,.,.,47,13,1,.,.,.,.,.
2020,"Washington, IN",.,.,.,.,.,.,11,2,0,.,.,.,.,.
2020,"Washington, NC",.,.,.,.,.,.,15,2,0,.,.,.,.,.
2020,"Washington-Arlington-Alexandria, DC-VA-MD-WV",2.2,1.8,45,14,0.09,0.065,4,3,1,27,7.9,46,15,.
2020,"Washington Court House, OH",.,.,.,.,0.07,0.061,.,.,.,.,.,.,.,.
2020,"Waterloo-Cedar Falls, IA",.,.,.,.,0.07,0.06,.,.,.,22,7.9,.,.,.
2020,"Watertown, SD",.,.,.,.,0.07,0.057,.,.,.,16,6.7,129,26,.
2020,"Watertown-Fort Atkinson, WI",.,.,.,.,0.09,0.072,.,.,.,.,.,.,.,.
2020,"Watertown-Fort Drum, NY",.,.,.,.,0.07,0.06,.,.,.,.,.,.,.,.
2020,"Wausau, WI",.,.,.,.,0.06,0.055,.,.,.,.,.,.,.,.
2020,"Weirton-Steubenville, WV-OH",.,.,.,.,0.08,0.066,41,11,3,18,8.1,37,15,.
2020,"Wenatchee, WA",.,.,.,.,.,.,2,1,0,.,.,.,.,.
2020,"Wheeling, WV-OH",0.1,0,26,6,0.07,0.063,9,5,3,16,7.6,.,.,.
2020,"Whitewater-Elkhorn, WI",.,.,.,.,0.09,0.074,.,.,.,.,.,.,.,.
2020,"Wichita, KS",.,.,34,6,0.07,0.06,3,2,1,24,8.9,139,27,.
2020,"Williamsport, PA",.,.,.,.,0.07,0.058,.,.,.,19,7.3,.,.,.
2020,"Williston, ND",.,.,.,.,.,.,6,2,0,.,.,.,.,.
2020,"Wilmington, NC",.,.,.,.,0.06,0.054,.,.,.,13,3.7,.,.,.
2020,"Wilmington, OH",.,.,.,.,0.07,0.062,.,.,.,.,.,.,.,.
2020,"Winchester, VA-WV",.,.,.,.,0.06,0.052,.,.,.,16,6.5,18,8,.
2020,"Winston-Salem, NC",.,.,30,5,0.07,0.062,3,2,1,26,8.2,60,14,.
2020,"Worcester, MA-CT",2.1,1.1,45,10,0.08,0.063,2,1,0,16,8,33,13,.
2020,"York-Hanover, PA",.,.,39,7,0.07,0.056,6,2,0,26,9.3,.,.,.
2020,"Youngstown-Warren-Boardman, OH-PA",.,.,.,.,0.08,0.064,6,5,2,18,7.4,.,.,.
2020,"Yuba City, CA",.,.,38,6,0.1,0.083,.,.,.,.,.,246,27,.
2020,"Yuma, AZ",.,.,.,.,0.08,0.067,.,.,.,23,9.1,179,41,.
2019,"Aberdeen, SD",.,.,.,.,.,.,.,.,.,18,5.9,35,14,.
2019,"Adjuntas, PR",.,.,.,.,.,.,.,.,.,16,5.5,.,.,.
2019,"Adrian, MI",.,.,.,.,0.07,0.059,.,.,.,22,8.5,.,.,.
2019,"Akron, OH",.,.,.,.,0.08,0.066,3,2,0,22,9,.,.,.
2019,"Albany, GA",.,.,.,.,.,.,.,.,.,27,10.7,.,.,.
2019,"Albany-Schenectady-Troy, NY",0.9,0.6,.,.,0.07,0.056,3,1,0,20,7.5,.,.,.
2019,"Albuquerque, NM",2,1,44,9,0.08,0.069,4,2,1,20,7.7,141,36,.
2019,"Alexandria, LA",.,.,.,.,.,.,.,.,.,16,7.5,.,.,.
2019,"Allentown-Bethlehem-Easton, PA-NJ",.,.,43,11,0.08,0.065,6,2,0,26,8.5,31,13,0.04
2019,"Altoona, PA",.,.,.,.,0.07,0.064,8,3,1,.,.,.,.,.
2019,"Amarillo, TX",.,.,.,.,0.08,0.068,8,1,0,13,5.2,.,.,.
2019,"Americus, GA",.,.,.,.,0.08,0.062,.,.,.,.,.,.,.,.
2019,"Anchorage, AK",3.3,2.4,.,.,.,.,.,.,.,42,8.2,148,21,.
2019,"Ann Arbor, MI",.,.,.,.,0.07,0.06,.,.,.,23,8.3,.,.,.
2019,"Appleton, WI",.,.,.,.,0.07,0.057,32,7,0,26,8,.,.,.
2019,"Ardmore, OK",.,.,.,.,0.08,0.065,.,.,.,16,7.7,.,.,.
2019,"Arecibo, PR",.,.,.,.,.,.,.,.,.,.,.,.,.,0.07
2019,"Arkadelphia, AR",.,.,.,.,0.06,0.057,.,.,.,.,.,.,.,.
2019,"Asheville, NC",.,.,.,.,0.07,0.062,35,11,1,14,6.1,.,.,.
2019,"Ashtabula, OH",.,.,.,.,0.08,0.068,3,2,1,.,.,.,.,.
2019,"Athens, OH",.,.,.,.,.,.,.,.,.,13,6.5,.,.,.
2019,"Athens, TN",.,.,.,.,.,.,.,.,.,15,7.4,.,.,.
2019,"Athens-Clarke County, GA",.,.,.,.,0.07,0.063,.,.,.,21,9.9,.,.,.
2019,"Atlanta-Sandy Springs-Roswell, GA",2.2,1.8,50,16,0.1,0.075,5,3,1,24,10.8,40,17,.
2019,"Atlantic City-Hammonton, NJ",.,.,.,.,0.08,0.059,1,1,0,17,7,.,.,.
2019,"Augusta-Richmond County, GA-SC",.,.,.,.,0.08,0.066,49,8,1,22,10.7,25,12,.
2019,"Augusta-Waterville, ME",.,.,27,3,0.07,0.054,1,1,0,.,.,.,.,.
2019,"Austin-Round Rock, TX",2.4,1.8,32,12,0.08,0.065,2,1,0,21,9.5,38,20,.
2019,"Bakersfield, CA",1.2,0.8,56,21,0.1,0.084,.,.,.,47,13,382,54,.
2019,"Baltimore-Columbia-Towson, MD",2.7,2,41,16,0.1,0.077,11,3,1,31,8.5,34,13,.
2019,"Bangor, ME",.,.,.,.,0.06,0.054,.,.,.,13,4.4,43,11,.
2019,"Baraboo, WI",.,.,.,.,0.07,0.061,.,.,.,.,.,.,.,.
2019,"Barnstable Town, MA",.,.,.,.,0.08,0.06,.,.,.,.,.,.,.,.
2019,"Baton Rouge, LA",1.4,0.9,45,10,0.09,0.07,16,6,1,25,9.3,51,17,0
2019,"Bay City, MI",.,.,.,.,.,.,.,.,.,18,6.8,.,.,.
2019,"Beaumont-Port Arthur, TX",.,.,31,6,0.09,0.074,62,23,1,19,8.5,.,.,.
2019,"Beaver Dam, WI",0.4,0.4,.,.,0.07,0.062,1,1,0,20,7,22,8,.
2019,"Bellingham, WA",.,.,.,.,0.06,0.044,105,18,3,12,4.6,.,.,.
2019,"Bemidji, MN",.,.,.,.,.,.,.,.,.,16,6,.,.,.
2019,"Bennington, VT",.,.,.,.,0.06,0.056,.,.,.,14,5.6,.,.,.
2019,"Berlin, NH-VT",.,.,.,.,0.06,0.051,.,.,.,.,.,.,.,.
2019,"Big Spring, TX",.,.,.,.,.,.,80,22,3,.,.,.,.,.
2019,"Billings, MT",.,.,.,.,.,.,18,4,1,.,.,.,.,.
2019,"Birmingham-Hoover, AL",1.8,1.3,50,12,0.09,0.074,78,16,2,21,10.6,106,23,.
2019,"Bishop, CA",1.3,0.6,.,.,0.07,0.069,0,0,0,23,5.2,529,24,.
2019,"Bismarck, ND",1,0.5,40,5,0.07,0.061,11,4,1,18,6.4,47,15,.
2019,"Blacksburg-Christiansburg-Radford, VA",.,.,.,.,0.07,0.06,80,18,3,.,.,.,.,0
2019,"Bloomington, IL",.,.,.,.,0.07,0.063,.,.,.,21,9.2,.,.,.
2019,"Bloomington, IN",.,.,.,.,0.07,0.062,.,.,.,17,7.7,.,.,.
2019,"Boise City, ID",2,1.3,.,.,0.07,0.057,3,1,0,25,6.9,62,19,.
2019,"Borger, TX",.,.,.,.,.,.,168,49,6,.,.,.,.,.
2019,"Boston-Cambridge-Newton, MA-NH",1.6,1,49,14,0.08,0.065,10,4,1,17,8.1,22,10,.
2019,"Boulder, CO",.,.,.,.,0.08,0.069,.,.,.,29,7.8,52,24,.
2019,"Bowling Green, KY",1.1,0.3,.,.,0.07,0.06,2,1,0,17,7.6,.,.,.
2019,"Bozeman, MT",0.9,0.4,.,2,.,.,.,.,.,5,0.9,.,.,.
2019,"Brainerd, MN",.,.,.,.,.,.,.,.,.,17,4.3,.,.,.
2019,"Bridgeport-Stamford-Norwalk, CT",2.4,1.7,.,8,0.12,0.084,3,1,0,20,7.9,43,14,.
2019,"Brookings, SD",.,.,.,.,0.08,0.071,.,.,.,15,4.2,.,.,.
2019,"Brownsville-Harlingen, TX",.,.,.,.,0.07,0.059,.,.,.,25,9.7,.,.,.
2019,"Brunswick, GA",.,.,.,.,0.07,0.06,.,.,.,17,7.6,.,.,.
2019,"Buffalo-Cheektowaga-Niagara Falls, NY",1.1,0.7,45,9,0.07,0.063,13,2,0,17,7,.,.,.
2019,"Burlington-South Burlington, VT",1.1,0.6,30,6,0.06,0.054,1,1,0,16,6.6,14,5,.
2019,"Butte-Silver Bow, MT",.,.,.,.,.,.,.,.,.,28,7.9,56,20,.
2019,"Cadillac, MI",.,.,8,1,0.07,0.061,.,.,.,.,.,.,.,.
2019,"Cambridge, MD",.,.,.,.,0.08,0.067,2,1,0,14,5.9,.,.,.
2019,"Canton-Massillon, OH",1,0.7,.,.,0.08,0.065,.,.,.,19,9.3,.,.,0.21
2019,"Cape Coral-Fort Myers, FL",.,.,.,.,0.07,0.062,.,.,.,14,7.4,.,.,.
2019,"Carlsbad-Artesia, NM",.,.,28,5,0.1,0.08,.,.,.,.,.,.,.,.
2019,"Carson City, NV",.,.,.,.,0.07,0.063,.,.,.,11,4.5,.,.,.
2019,"Casper, WY",.,.,33,4,0.07,0.06,21,5,1,8,3.5,22,11,.
2019,"Cedar City, UT",.,.,.,6,0.07,0.06,.,.,.,11,4.3,.,.,.
2019,"Cedar Rapids, IA",.,.,.,.,0.07,0.06,25,7,1,20,7.9,38,18,.
2019,"Chambersburg-Waynesboro, PA",.,.,.,.,0.07,0.059,.,.,.,.,.,.,.,.
